hash                            ,parity_two_label,log10_parity_two_label,family,3-means_label_parity_two_label,3-means_label_log10_parity_two_label
00063d88244921d6ec46aeab6866a8e2,843.3985714285716,2.926032861059668,miter,1,2
000a41cdca43be89ed62ea3abf2d0b64,55.22693214285714,1.7421509188269029,sorting-networks,1,2
002a0330958a14deb23dcc84b5489e8a,212.83107142857148,2.328035031352865,scheduling,1,2
0033baadbd48d3f880e9b5a733bd4950,1.3786875,0.139465838035478,graph-coloring,1,1
003a77d2aa15a5f93aa2cfe79b986c9e,0.4559105357142857,-0.3411203714968585,unknown,1,1
0041051c73dcdd885d412a38e8b09fba,1990.067571428572,3.298867822842042,pigeonhole,1,0
0041f01bcd7d0d1f9541cea6da79ad57,928.4375714285716,2.967752706895844,subgraph-isomorphism,1,0
004b0f451f7d96f6a572e9e76360f51a,190.2882678571429,2.279412012869406,cellular-automata,1,2
0059d4b1cf79efbc6e6ed50caee0448e,6437.452332142856,3.808714026210184,graph-coloring,2,0
005ccb378ced61c02105ed7ee0a62038,10.953636071428576,1.039558307635678,matrix-multiplication,1,1
0062dc10471119b9e13da682216b190f,462.369632142857,2.664989302432628,tree-decomposition,1,2
0064aa2e16c9d4b18d32a45d3073fce9,17.552428571428575,1.244337214374564,miter,1,2
0071b624d91ebe408b0585f8c4e34fd9,750.9836785714286,2.875630498411104,scheduling,1,2
008e7716c69009090ff6bd0048dc55f8,1374.3649999999996,3.1381020867517093,hardware-verification,1,0
00a62eb89afbf27e1addf8f5c437da9b,25.409024285714285,1.40498798832994,unknown,1,2
00a981f385cd209d41e1efa1f5f29bac,7.003067142857144,0.8452882902252683,hardware-verification,1,1
00aefd1fc30c425075166ca051e57218,2214.5013857142853,3.345275956378682,planning,1,0
00b9b467c26540853360491401da61a5,3.904020678571429,0.5915121093444701,bitvector,1,1
00be590675417eba2bb2585790ac392d,0.0199384285714285,-1.700309073188375,unknown,1,1
00d239e486137a4f7264adb4fb57d5ae,231.4092857142857,2.364380781813498,miter,1,2
00e289099ea9bcef6a056a8c8ba8a3c0,357.82677175,2.553672830329564,bitvector,1,2
00ec2992d59f85705eb8e1f4f1e01b3d,9199.818928571429,3.9637792796177145,sgen,0,0
00f2eb377986e7decbc863931680a3b2,13.15936535714286,1.1192349448602317,miter,1,1
00f4aca773e5675f35263dcd46b15bde,267.6407928571429,2.4275523077601213,cryptography,1,2
00f969737ba4338bd233cd3ed249bd55,1785.8364915714287,3.251841693041333,graph-coloring,1,0
0101d013a916d903e8e618d7db1edbb3,10000.0,4.0,equivalence-chain,0,0
0107f34364dfff8ab062193b2c71b4de,164.2613392857143,2.2155353594752487,minimal-superpermutation,1,2
010c9d7a6e9e6cac63f110915d9dd56e,0.5590899642857142,-0.2525183032957062,graph-coloring,1,1
01135f7a79d555bd0406f00fac22cbe2,10000.0,4.0,timetable,0,0
01209700b6b45ca5fda7fbcb17765db1,228.4128357142857,2.358720505542519,cryptography,1,2
01225987412b6f8423cc68be93385f6e,10000.0,4.0,hardware-verification,0,0
01243b47967a3d012ea22e993355c833,184.98877857142853,2.267145384876986,hardware-verification,1,2
013a51ccada51812061ed2d6504e23a5,88.04007857142857,1.944680421467892,unknown,1,2
0141b82b3d2a411d8c2168119e2d7452,0.9530137142857144,-0.0209008496284586,graph-coloring,1,1
0151bedac526ee195bc52e4134cd80e7,8857.818928571429,3.947326798196876,cryptography,0,0
0152d286cde406747d179c36a95c2fdc,1802.3847978571428,3.255847515691696,bitvector,1,0
01657386753a1369dd286a3fee9062e4,10000.0,4.0,subgraph-isomorphism,0,0
0167ead7da1e981805564ca981f64bea,10000.0,4.0,unknown,0,0
017bba0f995e6d9921253e5a59521435,1.4610713571428569,0.164671426924451,fpga-routing,1,1
01843a0195183ca14246a88bf7bad482,8.71796285714286,0.940415014375143,bitvector,1,1
0191a0bf3412ed407ba669f8d69081ee,169.04336785714287,2.227998136595149,planning,1,2
01966a0fc52b2200a13f5f835275a919,8237.239285714286,3.915781682100704,subgraph-isomorphism,0,0
01979ca4966cc363ec3caeebd8d3fc31,79.23193928571428,1.8989002858745525,unknown,1,2
019dc69c96737c3d62696c9acf3edf1b,664.9955714285713,2.8228187531068065,unknown,1,2
01a74343f618546e9ad2a60849140317,360.57642857142855,2.556997332824669,graph-isomorphism,1,2
01af042093bf36119811b6e658e7a231,3290.9319285714287,3.5173188992036564,even-coloring,2,0
01bc4d75a43a8293132d0be627341207,76.7115305,1.8848606476016072,2d-strip-packing,1,2
01bd0865ab694bc71d80b7d285d5777d,125.02851071428572,2.097009058080218,hardware-bmc,1,2
01d142c43f3ce9a8c5ef7a1ecdbb6cba,48.41107857142857,1.6849447585839117,tseitin,1,2
01d494c2afa4960a236bf8412e2bd08a,8.169243214285716,0.9121818260449172,hardware-verification,1,1
01dd5feb463fa80f73809718f6ff735b,666.8296071428568,2.8240148741993267,hardware-verification,1,2
0205e0724a8a912dde9ad7dfba2aee0b,4584.589357142856,3.661300441878749,cryptography,2,0
02066c116dbacc40ec5cca2067db26c0,375.4949674999999,2.5746041208298647,planning,1,2
021331d523ad3092616ff99cf0c6c355,355.2237142857143,2.550501951024488,cryptography,1,2
021686368317a35103f1f671f783d958,963.9442035714284,2.9840518961618105,hardware-verification,1,0
0216f9d35f2b695b904fffb312e3e611,19.57704821428572,1.2917472104044514,cryptography,1,2
02197ec055ea06c347bf1c6ceb6facf7,10000.0,4.0,cryptography,0,0
02223564bd2f5c20768e63cf28c785e3,134.24541442857145,2.127899459940456,cardinality-constraints,1,2
02257f12aa71e6622d2bf4d0f7111ebf,10000.0,4.0,sgen,0,0
0227c865edaeda75e13eea36d57b7eed,10000.0,4.0,bitvector,0,0
022b841952d37f0d6a0d050c9b4b0071,117.522225,2.070120005179025,miter,1,2
022dc7e9935f3570c088db58bd84b2c6,0.2423781785714285,-0.6155064824950635,planning,1,1
02404a08ea36dd43362bbddc578c839d,1530.5958928571429,3.184860543625688,scheduling,1,0
0240f5bddc39ad2f0a786c811fc434a8,1614.621882142857,3.2080708339578146,timetable,1,0
0241f35c5752768d2b0580533d143a14,2908.75525,3.46370718015176,spectrum-repacking,2,0
024af9416f8c1dad1b4f974757e38d51,4601.8492857142855,3.66293239107003,unknown,2,0
0261b44c278c36459061c368aa00575a,487.80327857142856,2.6882447149213258,erdos-discrepancy,1,2
02627689047d06fbb642eef14768d751,491.70455357142856,2.691704230217734,cellular-automata,1,2
0278eee117c3821771e2d18d710a89ad,10000.0,4.0,equivalence-chain,0,0
028d0cc7af63e9bba5795f20e24db4f6,16.922693428571428,1.2284694868396828,prime-factoring,1,2
0294158664d9ada36bd23fbb652cb823,3189.727142857143,3.503753534022776,bitvector,2,0
0297c2a35f116ffd5382aea5b421e6df,36.28510535714286,1.5597283884333897,tseitin,1,2
02b69d0e5c2b68d5c3d650164b6c277d,357.15132946428565,2.5528522710864285,ramseycube,1,2
02bc149bbe801807912f651c7bad3e74,1033.2711071428575,3.01421428559376,unknown,1,0
02c3f1d24074cba45a64d0b4b5aa0238,6711.174285714284,3.8267985173651136,hardware-bmc,2,0
02c6fe8483e4f4474b7ac9731772535d,2055.010035714285,3.312813947109749,core-based-generator,1,0
02cfa5a71b5c89a1b10b5f5a5221ed05,467.61320000000006,2.669886762126774,alloy-vpn-models,1,2
02d8847ee38504792705d794eb93e9a7,211.4671785714285,2.325242970900466,scheduling,1,2
02eef920cd1aab9ef3492fe27bf515c4,10000.0,4.0,pigeonhole,0,0
02f2343e32f9070f149708d77556b4aa,562.5012142857142,2.750123464306984,hypertree-decomposition,1,2
03041657b7177746724b819433c83b20,41.61534642857144,1.619253514285337,planning,1,2
0309ea422084568c2b4df13b32094380,6522.443882142857,3.8144103512018415,rbsat,2,0
031757c0a6797eddf3e84bcefbbdb753,10000.0,4.0,edge-matching,0,0
031c99d72be38eedacc8b402784e9821,10000.0,4.0,diagnosis,0,0
033560dbd1b4d3545b4b40ef90aaaa29,10000.0,4.0,diagnosis,0,0
0336f81b60baac5b8f481dd3c32861a5,695.3484678571427,2.84220250205826,modcircuits,1,2
033743e540b7f6e2114a3e6981558795,10000.0,4.0,circuit-minimization,0,0
033d611722714d5206cc0184479e92e2,74.07718321428571,1.8696844599353464,graph-based,1,2
033f38da07bdbbad4763eaf1fe97ce37,314.3149285714286,2.4973650085779533,termination-analysis,1,2
035c200bbf0a783e4ec9656cfa9b2f68,5375.416107142858,3.730412088316277,cryptography,2,0
036b541db9d0839b0591d408ff4f77ae,599.4873928571429,2.777780054373739,software-verification,1,2
0379936c75c225f1a9a113762b019da6,6.397524285714286,0.8060119431925461,termination-analysis,1,1
037c423f56548082b1935e88c48ffdda,0.7378980000000002,-0.1320036667659593,graph-coloring,1,1
037d21e060a2e3eab8b080aa84ceee75,9.27407739285714,0.9672707157942636,matrix-multiplication,1,1
0398e6b20de133ba8b49c74b67dad7b7,826.2332499999999,2.9171026682500565,miter,1,2
039b45f4a3979c9176b115bb8e88342f,0.0694996428571428,-1.1580174271447152,genurq,1,1
03a1a18521814692f56a8ecbea0031d4,728.2204285714288,2.862262857914873,miter,1,2
03a1ada3e778fcec8a7ee0c9e685d4be,8728.854857142856,3.94095727213113,unknown,0,0
03a43a7ea55217f53542ed3f029963af,9289.062857142855,3.967971901668436,test-configuration,0,0
03b75ba4f3a1bdcc58c89e6846eecaab,10000.0,4.0,xor-chain,0,0
03ba29d5cb38d345357a74a7b5ccd759,158.64508928571428,2.200426633454244,maxsat-optimum,1,2
03bb7baaa45980753a0e7050ae44755d,1116.6996785714289,3.047936391131654,scheduling,1,0
03c44a93577c98119dc498053888937a,1648.9576785714282,3.2172095093748045,scheduling,1,0
03c5fef8cb8957ecf687548c8d504d10,10000.0,4.0,subgraph-isomorphism,0,0
03c8a9ffce923a8cb3452f18d371eacf,6720.550357142856,3.8274048396138247,rooks,2,0
03cb9868146a1c420ba8e3b1b08865b8,46.94313857142857,1.6715721227292315,graph-coloring,1,2
03d1d6df36fdec5be7b60e6f0cd382f7,5.43541917857143,0.7352330424279453,graph-coloring,1,1
03d8064f3be30daecf2ffe4c54361e61,9371.638214285716,3.9718155146056655,sgen,0,0
03d93f5c0378205e17260e16e463ac67,10000.0,4.0,scheduling,0,0
03de316ba1e90305471a3b8620cb9cd7,0.0113395714285714,-1.9454033589989976,subgraph-isomorphism,1,1
03f25e67e52baf9fb1e782026d46c8a8,0.7246286785714284,-0.1398844819232694,graph-coloring,1,1
03fb9af7b390fe9e0739150ca3410cf0,1511.1572535714288,3.179309660106593,coloring,1,0
04071576275e4113b60c21601b364345,0.7716949285714287,-0.1125543538393051,graph-based,1,1
04121f3fbe313b7046c9f54ac1e26c75,10000.0,4.0,modcircuits,0,0
0412f6f3174dfc4c27ad0b61280cd739,982.8885,2.9925042537616817,subgraph-isomorphism,1,0
04157f716c1e9606c6a530657bf8f957,6348.332500000001,3.8026596652683096,hypertree-decomposition,2,0
0415acae197134f9d1cd7bea5ac3f2fd,386.0669142857142,2.5866625844294577,random-modularity,1,2
